CustomerID,CompanyName,ContactName,ContactTitle,OrderDate,UnitPrice,Discount,Freight,ProductName,CategoryName
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,8,0,34.82,Aniseed Syrup,Condiments
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,14.4,0,108.04,Chai,Beverages
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,8,0.1,108.04,Sir Rodney's Scones,Confections
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,36.4,0.1,108.04,Rössle Sauerkraut,Produce
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,15.2,0.1,108.04,Inlagd Sill,Seafood
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,14.7,0.1,108.04,Boston Crab Meat,Seafood
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,00:00.0,16.8,0,91.48,Queso Cabrales,Dairy Products
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,00:00.0,28.8,0,91.48,Gudbrandsdalsost,Dairy Products
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,00:00.0,17.2,0,91.48,Flotemysost,Dairy Products
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,00:00.0,20.8,0,11.26,Gravad lax,Seafood
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,00:00.0,5.9,0,11.26,Tourtière,Meat/Poultry
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,00:00.0,39.4,0,11.26,Tarte au sucre,Confections
OCEAN,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,00:00.0,18.6,0,29.83,Tofu,Produce
OCEAN,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,00:00.0,8,0,29.83,Sir Rodney's Scones,Confections
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,2,0,2.4,Geitost,Dairy Products
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,44,0,2.4,Raclette Courdavault,Dairy Products
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,7.7,0.2,23.65,Jack's New England Clam Chowder,Seafood
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,15.5,0.2,23.65,Gula Malacca,Condiments
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,44,0.2,23.65,Raclette Courdavault,Dairy Products
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,18.6,0.1,3.77,Tofu,Produce
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,14.4,0,95.66,Chai,Beverages
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,39.4,0,95.66,Tarte au sucre,Confections
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,14.4,0,95.66,Lakkalikööri,Beverages
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,00:00.0,7.3,0.05,21.48,Teatime Chocolate Biscuits,Confections
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,00:00.0,2,0,21.48,Geitost,Dairy Products
HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,00:00.0,31.2,0,0.2,Alice Mutton,Meat/Poultry
HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,00:00.0,2,0,0.2,Geitost,Dairy Products
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,7.3,0,22.72,Teatime Chocolate Biscuits,Confections
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,26.2,0,22.72,Perth Pasties,Meat/Poultry
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,15.6,0,22.72,Ravioli Angelo,Grains/Cereals
SIMOB,Simons bistro,Jytte Petersen,Owner,00:00.0,210.8,0,70.29,Côte de Blaye,Beverages
SIMOB,Simons bistro,Jytte Petersen,Owner,00:00.0,9.6,0.25,70.29,Spegesild,Seafood
SIMOB,Simons bistro,Jytte Petersen,Owner,00:00.0,10,0.25,70.29,Scottish Longbreads,Confections
SIMOB,Simons bistro,Jytte Petersen,Owner,00:00.0,10.4,0,70.29,Original Frankfurter grüne Soße,Condiments
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,15.2,0,17.55,Chang,Beverages
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,7.6,0,17.55,Zaanse koeken,Confections
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,22.8,0,17.55,Sirop d'érable,Condiments
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,8,0,17.55,Longlife Tofu,Produce
RICSU,Richter Supermarkt,Michael Holz,Sales Manager,00:00.0,27.2,0.05,137.35,Camembert Pierrot,Dairy Products
RICSU,Richter Supermarkt,Michael Holz,Sales Manager,00:00.0,28.8,0.05,137.35,Gudbrandsdalsost,Dairy Products
WELLI,Wellington Importadora,Paula Parente,Sales Manager,00:00.0,77.6,0.1,44.12,Mishi Kobe Niku,Meat/Poultry
WELLI,Wellington Importadora,Paula Parente,Sales Manager,00:00.0,4.8,0.1,44.12,Konbu,Seafood
WELLI,Wellington Importadora,Paula Parente,Sales Manager,00:00.0,12,0.1,44.12,Outback Lager,Beverages
WELLI,Wellington Importadora,Paula Parente,Sales Manager,00:00.0,12,0.1,44.12,Röd Kaviar,Seafood
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,00:00.0,7.3,0.15,99.23,Teatime Chocolate Biscuits,Confections
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,00:00.0,24.9,0,99.23,Gumbär Gummibärchen,Confections
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,00:00.0,26.2,0.15,99.23,Perth Pasties,Meat/Poultry
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,00:00.0,10.4,0.15,99.23,Original Frankfurter grüne Soße,Condiments
FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,00:00.0,24.9,0,3.02,Gumbär Gummibärchen,Confections
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,10,0,24.5,Gorgonzola Telino,Dairy Products
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,44,0,24.5,Raclette Courdavault,Dairy Products
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,14.4,0.2,370.61,Steeleye Stout,Beverages
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,210.8,0.2,370.61,Côte de Blaye,Beverages
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,10,0.2,370.61,Scottish Longbreads,Confections
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,19.2,0.25,7.93,Pâté chinois,Meat/Poultry
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,14.4,0.25,7.93,Lakkalikööri,Beverages
GALED,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,00:00.0,30.4,0,18.69,Gnocchi di nonna Alice,Grains/Cereals
GALED,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,00:00.0,26.6,0,18.69,Wimmers gute Semmelknödel,Grains/Cereals
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,00:00.0,18.6,0,31.29,Tofu,Produce
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,00:00.0,9.6,0,11.09,Spegesild,Seafood
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,13,0,56.63,Valkoinen suklaa,Confections
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,35.1,0.25,56.63,Vegie-spread,Condiments
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,31.2,0.2,458.78,Alice Mutton,Meat/Poultry
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,8,0,458.78,Sir Rodney's Scones,Confections
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,30.4,0,458.78,Gnocchi di nonna Alice,Grains/Cereals
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,44,0.2,458.78,Raclette Courdavault,Dairy Products
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,31.2,0.25,44.17,Alice Mutton,Meat/Poultry
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,14.7,0.25,44.17,Boston Crab Meat,Seafood
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,00:00.0,7.6,0.25,44.17,Zaanse koeken,Confections
SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,00:00.0,24.9,0,4.34,Gumbär Gummibärchen,Confections
SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,00:00.0,5.9,0,4.34,Tourtière,Meat/Poultry
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,00:00.0,30.4,0,73.83,Gnocchi di nonna Alice,Grains/Cereals
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,16.8,0,17.92,Queso Cabrales,Dairy Products
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,14.4,0.15,17.92,Lakkalikööri,Beverages
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,00:00.0,15.2,0,9.21,Chang,Beverages
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,00:00.0,16.8,0,9.21,Gustaf's Knäckebröd,Grains/Cereals
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,00:00.0,27.8,0,9.21,Mozzarella di Giovanni,Dairy Products
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,9.6,0,156.66,Spegesild,Seafood
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,30.4,0.1,156.66,Gnocchi di nonna Alice,Grains/Cereals
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,26.6,0.1,156.66,Wimmers gute Semmelknödel,Grains/Cereals
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,6.2,0.1,156.66,Rhönbräu Klosterbier,Beverages
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,26.2,0,19.97,Perth Pasties,Meat/Poultry
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,7.3,0.2,8.24,Teatime Chocolate Biscuits,Confections
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,11.2,0.2,8.24,Sasquatch Ale,Beverages
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,15.6,0.2,8.24,Ravioli Angelo,Grains/Cereals
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,30.4,0,4.07,Queso Manchego La Pastora,Dairy Products
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,13.9,0,4.07,Pavlova,Confections
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,26.6,0,4.07,Wimmers gute Semmelknödel,Grains/Cereals
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,8,0,4.07,Longlife Tofu,Produce
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,15.2,0.15,86.53,Chang,Beverages
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,13.9,0.15,86.53,Pavlova,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,99,0.15,86.53,Thüringer Rostbratwurst,Meat/Poultry
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,22.8,0.15,86.53,Sirop d'érable,Condiments
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,35.1,0,73.02,Schoggi Schokolade,Confections
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,16.8,0,47.94,Queso Cabrales,Dairy Products
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,5.9,0,47.94,Tourtière,Meat/Poultry
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,13.6,0,47.94,Louisiana Hot Spiced Okra,Condiments
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,00:00.0,16.8,0.2,13.95,Queso Cabrales,Dairy Products
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,00:00.0,36.4,0,13.95,Rössle Sauerkraut,Produce
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,31.2,0,3.5,Alice Mutton,Meat/Poultry
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,24.9,0,3.5,Gumbär Gummibärchen,Confections
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,14.4,0,3.5,Steeleye Stout,Beverages
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,7.7,0,3.5,Jack's New England Clam Chowder,Seafood
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,14.4,0,9.3,Chartreuse verte,Beverages
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,5.9,0,9.3,Tourtière,Meat/Poultry
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,7.3,0.1,14.68,Teatime Chocolate Biscuits,Confections
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,3.6,0.1,14.68,Guaraná Fantástica,Beverages
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,10,0.1,14.68,Gorgonzola Telino,Dairy Products
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,00:00.0,5.6,0.1,14.68,Filo Mix,Grains/Cereals
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,00:00.0,7.3,0,68.66,Teatime Chocolate Biscuits,Confections
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,00:00.0,16.8,0,68.66,Louisiana Fiery Hot Pepper Sauce,Condiments
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,00:00.0,17.2,0,68.66,Flotemysost,Dairy Products
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,00:00.0,24.9,0,38.82,Gumbär Gummibärchen,Confections
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,00:00.0,14.7,0,38.82,Boston Crab Meat,Seafood
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,24.8,0,53.3,Ikura,Seafood
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,5.6,0,53.3,Filo Mix,Grains/Cereals
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,39.4,0,53.3,Tarte au sucre,Confections
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,00:00.0,24.8,0.2,7.23,Ikura,Seafood
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,00:00.0,5.9,0.2,7.23,Tourtière,Meat/Poultry
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,19.2,0.1,189.09,Pâté chinois,Meat/Poultry
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,26.6,0.1,189.09,Wimmers gute Semmelknödel,Grains/Cereals
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,16.8,0.1,189.09,Louisiana Fiery Hot Pepper Sauce,Condiments
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,10.4,0.1,189.09,Original Frankfurter grüne Soße,Condiments
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,36.4,0,140.26,Rössle Sauerkraut,Produce
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,15.5,0.05,140.26,Gula Malacca,Condiments
AROUT,Around the Horn,Thomas Hardy,Sales Representative,00:00.0,10.2,0.1,25.36,Chocolade,Confections
AROUT,Around the Horn,Thomas Hardy,Sales Representative,00:00.0,12,0.1,25.36,Outback Lager,Beverages
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,13.9,0.2,2.74,Pavlova,Confections
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,2,0.2,2.74,Geitost,Dairy Products
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,00:00.0,9.6,0.2,2.74,Spegesild,Seafood
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,14.4,0,180.45,Chartreuse verte,Beverages
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,26.2,0,180.45,Perth Pasties,Meat/Poultry
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,22.8,0,180.45,Sirop d'érable,Condiments
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,00:00.0,17.2,0,180.45,Flotemysost,Dairy Products
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,8,0.15,8.12,Sir Rodney's Scones,Confections
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,16,0.15,8.12,Maxilaku,Confections
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,44,0,11.57,Raclette Courdavault,Dairy Products
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,24.9,0,147.06,Gumbär Gummibärchen,Confections
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,36.4,0,147.06,Rössle Sauerkraut,Produce
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,36.8,0,147.06,Ipoh Coffee,Beverages
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,30.4,0,147.06,Gnocchi di nonna Alice,Grains/Cereals
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,17.2,0,147.06,Flotemysost,Dairy Products
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,00:00.0,24,0.05,25.09,Uncle Bob's Organic Dried Pears,Produce
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,00:00.0,9.6,0.05,25.09,Spegesild,Seafood
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,00:00.0,27.8,0,25.09,Mozzarella di Giovanni,Dairy Products
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,10,0.25,16.27,Scottish Longbreads,Confections
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,6.2,0.25,16.27,Rhönbräu Klosterbier,Beverages
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,00:00.0,8,0.25,148.61,Sir Rodney's Scones,Confections
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,00:00.0,20.7,0.25,148.61,Nord-Ost Matjeshering,Seafood
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,00:00.0,19.2,0.25,148.61,Pâté chinois,Meat/Poultry
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,00:00.0,4.8,0,6.17,Konbu,Seafood
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,00:00.0,7.2,0,6.17,Tunnbröd,Grains/Cereals
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,7.3,0,14.78,Teatime Chocolate Biscuits,Confections
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,11.2,0,14.78,Singaporean Hokkien Fried Mee,Grains/Cereals
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,17.6,0.2,89,Chef Anton's Cajun Seasoning,Condiments
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,36.8,0,89,Ipoh Coffee,Beverages
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,30.4,0.2,89,Gnocchi di nonna Alice,Grains/Cereals
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,27.2,0,89,Camembert Pierrot,Dairy Products
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,3.6,0,145.04,Guaraná Fantástica,Beverages
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,99,0.1,145.04,Thüringer Rostbratwurst,Meat/Poultry
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,14.7,0,145.04,Boston Crab Meat,Seafood
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,7.6,0.1,145.04,Rogede sild,Seafood
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,13,0,145.04,Valkoinen suklaa,Confections
COMMI,Comércio Mineiro,Pedro Afonso,Sales Associate,00:00.0,16.8,0,11.93,Queso Cabrales,Dairy Products
COMMI,Comércio Mineiro,Pedro Afonso,Sales Associate,00:00.0,9.6,0,11.93,Spegesild,Seafood
MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,00:00.0,3.6,0,4.93,Guaraná Fantástica,Beverages
MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,00:00.0,11.2,0,4.93,NuNuCa Nuß-Nougat-Creme,Confections
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,20.7,0,44.12,Nord-Ost Matjeshering,Seafood
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,36.8,0,44.12,Ipoh Coffee,Beverages
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,15.2,0.15,60.18,Chang,Beverages
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,13.9,0.15,60.18,Pavlova,Confections
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,15.5,0.15,60.18,Gula Malacca,Condiments
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,50,0,64.56,Carnarvon Tigers,Seafood
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,7.2,0,64.56,Tunnbröd,Grains/Cereals
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,26.6,0,64.56,Wimmers gute Semmelknödel,Grains/Cereals
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,00:00.0,24,0,45.59,Uncle Bob's Organic Dried Pears,Produce
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,00:00.0,30.4,0,45.59,Gnocchi di nonna Alice,Grains/Cereals
SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,00:00.0,3.6,0.05,4.2,Guaraná Fantástica,Beverages
SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,00:00.0,42.4,0,4.2,Manjimup Dried Apples,Produce
ISLAT,Island Trading,Helen Bennett,Marketing Manager,00:00.0,2,0,16.37,Geitost,Dairy Products
ISLAT,Island Trading,Helen Bennett,Marketing Manager,00:00.0,17.2,0,16.37,Flotemysost,Dairy Products
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,00:00.0,18.6,0,83.49,Tofu,Produce
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,00:00.0,36.4,0,83.49,Rössle Sauerkraut,Produce
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,00:00.0,14.7,0,83.49,Boston Crab Meat,Seafood
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,00:00.0,6.2,0,83.49,Rhönbräu Klosterbier,Beverages
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,10,0.15,68.52,Gorgonzola Telino,Dairy Products
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,13.6,0.15,68.52,Louisiana Hot Spiced Okra,Condiments
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,00:00.0,14.4,0.15,68.52,Lakkalikööri,Beverages
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,19.2,0.05,4.41,Pâté chinois,Meat/Poultry
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,12,0,4.41,Outback Lager,Beverages
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,00:00.0,14.4,0,13.02,Chai,Beverages
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,00:00.0,8,0.25,13.02,Sir Rodney's Scones,Confections
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,00:00.0,14.4,0.25,13.02,Chartreuse verte,Beverages
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,00:00.0,24.8,0.05,4.81,Ikura,Seafood
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,00:00.0,210.8,0,708.95,Côte de Blaye,Beverages
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,00:00.0,26.2,0,708.95,Perth Pasties,Meat/Poultry
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,00:00.0,44,0,708.95,Raclette Courdavault,Dairy Products
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,00:00.0,26.6,0,708.95,Wimmers gute Semmelknödel,Grains/Cereals
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,00:00.0,7.6,0,1.35,Zaanse koeken,Confections
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,00:00.0,44,0,1.35,Raclette Courdavault,Dairy Products
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,00:00.0,16,0,64.33,Maxilaku,Confections
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,00:00.0,27.2,0,64.33,Camembert Pierrot,Dairy Products
LAZYK,Lazy K Kountry Store,John Steel,Marketing Manager,00:00.0,14.7,0,7.48,Boston Crab Meat,Seafood
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,11.2,0.05,15.28,Sasquatch Ale,Beverages
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,10.4,0.05,15.28,Original Frankfurter grüne Soße,Condiments
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,00:00.0,8,0,6.88,Sir Rodney's Scones,Confections
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,00:00.0,14.7,0,6.88,Boston Crab Meat,Seafood
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,00:00.0,42.4,0,6.88,Manjimup Dried Apples,Produce
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,15.2,0.1,64.45,Chang,Beverages
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,8,0.1,64.45,Aniseed Syrup,Condiments
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,19.2,0.1,64.45,Pâté chinois,Meat/Poultry
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,12,0.1,64.45,Outback Lager,Beverages
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,16.8,0,30.53,Queso Cabrales,Dairy Products
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,42.4,0,30.53,Manjimup Dried Apples,Produce
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,8,0,30.53,Longlife Tofu,Produce
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,7.3,0,71.07,Teatime Chocolate Biscuits,Confections
