Customer Id,Customer,Contact,Contact Title,Order Date,Order Id,Category,Product,Sales Price,Quantity,Discount
SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,1/31/1997,10432,Confections,Gumbär Gummibärchen,24.9,10,0
SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,1/31/1997,10432,Meat/Poultry,Tourtière,5.9,40,0
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,2/3/1997,10433,Grains/Cereals,Gnocchi di nonna Alice,30.4,28,0
FOLKO,Folk och fä HB,Maria Larsson,Owner,2/3/1997,10434,Dairy Products,Queso Cabrales,16.8,6,0
FOLKO,Folk och fä HB,Maria Larsson,Owner,2/3/1997,10434,Beverages,Lakkalikööri,14.4,18,0.15
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,2/4/1997,10435,Beverages,Chang,15.2,10,0
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,2/4/1997,10435,Grains/Cereals,Gustaf's Knäckebröd,16.8,12,0
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,2/4/1997,10435,Dairy Products,Mozzarella di Giovanni,27.8,10,0
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/5/1997,10436,Seafood,Spegesild,9.6,5,0
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/5/1997,10436,Grains/Cereals,Gnocchi di nonna Alice,30.4,40,0.1
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/5/1997,10436,Grains/Cereals,Wimmers gute Semmelknödel,26.6,30,0.1
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/5/1997,10436,Beverages,Rhönbräu Klosterbier,6.2,24,0.1
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,2/5/1997,10437,Meat/Poultry,Perth Pasties,26.2,15,0
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/6/1997,10438,Confections,Teatime Chocolate Biscuits,7.3,15,0.2
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/6/1997,10438,Beverages,Sasquatch Ale,11.2,20,0.2
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/6/1997,10438,Grains/Cereals,Ravioli Angelo,15.6,15,0.2
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,2/7/1997,10439,Dairy Products,Queso Manchego La Pastora,30.4,15,0
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,2/7/1997,10439,Confections,Pavlova,13.9,16,0
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,2/7/1997,10439,Grains/Cereals,Wimmers gute Semmelknödel,26.6,6,0
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,2/7/1997,10439,Produce,Longlife Tofu,8,30,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,2/10/1997,10440,Beverages,Chang,15.2,45,0.15
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,2/10/1997,10440,Confections,Pavlova,13.9,49,0.15
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,2/10/1997,10440,Meat/Poultry,Thüringer Rostbratwurst,99,24,0.15
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,2/10/1997,10440,Condiments,Sirop d'érable,22.8,90,0.15
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,2/10/1997,10441,Confections,Schoggi Schokolade,35.1,50,0
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,2/11/1997,10442,Dairy Products,Queso Cabrales,16.8,30,0
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,2/11/1997,10442,Meat/Poultry,Tourtière,5.9,80,0
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,2/11/1997,10442,Condiments,Louisiana Hot Spiced Okra,13.6,60,0
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,2/12/1997,10443,Dairy Products,Queso Cabrales,16.8,6,0.2
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,2/12/1997,10443,Produce,Rössle Sauerkraut,36.4,12,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,2/12/1997,10444,Meat/Poultry,Alice Mutton,31.2,10,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,2/12/1997,10444,Confections,Gumbär Gummibärchen,24.9,15,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,2/12/1997,10444,Beverages,Steeleye Stout,14.4,8,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,2/12/1997,10444,Seafood,Jack's New England Clam Chowder,7.7,30,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,2/13/1997,10445,Beverages,Chartreuse verte,14.4,6,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,2/13/1997,10445,Meat/Poultry,Tourtière,5.9,15,0
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/14/1997,10446,Confections,Teatime Chocolate Biscuits,7.3,12,0.1
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/14/1997,10446,Beverages,Guaraná Fantástica,3.6,20,0.1
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/14/1997,10446,Dairy Products,Gorgonzola Telino,10,3,0.1
TOMSP,Toms Spezialitäten,Karin Josephs,Marketing Manager,2/14/1997,10446,Grains/Cereals,Filo Mix,5.6,15,0.1
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,2/14/1997,10447,Confections,Teatime Chocolate Biscuits,7.3,40,0
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,2/14/1997,10447,Condiments,Louisiana Fiery Hot Pepper Sauce,16.8,35,0
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,2/14/1997,10447,Dairy Products,Flotemysost,17.2,2,0
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,2/17/1997,10448,Confections,Gumbär Gummibärchen,24.9,6,0
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,2/17/1997,10448,Seafood,Boston Crab Meat,14.7,20,0
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/18/1997,10449,Seafood,Ikura,24.8,14,0
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/18/1997,10449,Grains/Cereals,Filo Mix,5.6,20,0
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,2/18/1997,10449,Confections,Tarte au sucre,39.4,35,0
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,2/19/1997,10450,Seafood,Ikura,24.8,20,0.2
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,2/19/1997,10450,Meat/Poultry,Tourtière,5.9,6,0.2
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,2/19/1997,10451,Meat/Poultry,Pâté chinois,19.2,120,0.1
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,2/19/1997,10451,Grains/Cereals,Wimmers gute Semmelknödel,26.6,35,0.1
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,2/19/1997,10451,Condiments,Louisiana Fiery Hot Pepper Sauce,16.8,28,0.1
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,2/19/1997,10451,Condiments,Original Frankfurter grüne Soße,10.4,55,0.1
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,2/20/1997,10452,Produce,Rössle Sauerkraut,36.4,15,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,2/20/1997,10452,Condiments,Gula Malacca,15.5,100,0.05
AROUT,Around the Horn,Thomas Hardy,Sales Representative,2/21/1997,10453,Confections,Chocolade,10.2,15,0.1
AROUT,Around the Horn,Thomas Hardy,Sales Representative,2/21/1997,10453,Beverages,Outback Lager,12,25,0.1
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,2/21/1997,10454,Confections,Pavlova,13.9,20,0.2
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,2/21/1997,10454,Dairy Products,Geitost,2,20,0.2
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,2/21/1997,10454,Seafood,Spegesild,9.6,10,0.2
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,2/24/1997,10455,Beverages,Chartreuse verte,14.4,20,0
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,2/24/1997,10455,Meat/Poultry,Perth Pasties,26.2,50,0
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,2/24/1997,10455,Condiments,Sirop d'érable,22.8,25,0
WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,2/24/1997,10455,Dairy Products,Flotemysost,17.2,30,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,2/25/1997,10456,Confections,Sir Rodney's Scones,8,40,0.15
KOENE,Königlich Essen,Philip Cramer,Sales Associate,2/25/1997,10456,Confections,Maxilaku,16,21,0.15
KOENE,Königlich Essen,Philip Cramer,Sales Associate,2/25/1997,10457,Dairy Products,Raclette Courdavault,44,36,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,2/26/1997,10458,Confections,Gumbär Gummibärchen,24.9,30,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,2/26/1997,10458,Produce,Rössle Sauerkraut,36.4,30,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,2/26/1997,10458,Beverages,Ipoh Coffee,36.8,20,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,2/26/1997,10458,Grains/Cereals,Gnocchi di nonna Alice,30.4,15,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,2/26/1997,10458,Dairy Products,Flotemysost,17.2,50,0
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,2/27/1997,10459,Produce,Uncle Bob's Organic Dried Pears,24,16,0.05
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,2/27/1997,10459,Seafood,Spegesild,9.6,20,0.05
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,2/27/1997,10459,Dairy Products,Mozzarella di Giovanni,27.8,40,0
FOLKO,Folk och fä HB,Maria Larsson,Owner,2/28/1997,10460,Confections,Scottish Longbreads,10,21,0.25
FOLKO,Folk och fä HB,Maria Larsson,Owner,2/28/1997,10460,Beverages,Rhönbräu Klosterbier,6.2,4,0.25
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,2/28/1997,10461,Confections,Sir Rodney's Scones,8,40,0.25
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,2/28/1997,10461,Seafood,Nord-Ost Matjeshering,20.7,28,0.25
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,2/28/1997,10461,Meat/Poultry,Pâté chinois,19.2,60,0.25
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,3/3/1997,10462,Seafood,Konbu,4.8,1,0
CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,3/3/1997,10462,Grains/Cereals,Tunnbröd,7.2,21,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,3/4/1997,10463,Confections,Teatime Chocolate Biscuits,7.3,21,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,3/4/1997,10463,Grains/Cereals,Singaporean Hokkien Fried Mee,11.2,50,0
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,3/4/1997,10464,Condiments,Chef Anton's Cajun Seasoning,17.6,16,0.2
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,3/4/1997,10464,Beverages,Ipoh Coffee,36.8,3,0
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,3/4/1997,10464,Grains/Cereals,Gnocchi di nonna Alice,30.4,30,0.2
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,3/4/1997,10464,Dairy Products,Camembert Pierrot,27.2,20,0
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,3/5/1997,10465,Beverages,Guaraná Fantástica,3.6,25,0
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,3/5/1997,10465,Meat/Poultry,Thüringer Rostbratwurst,99,18,0.1
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,3/5/1997,10465,Seafood,Boston Crab Meat,14.7,20,0
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,3/5/1997,10465,Seafood,Rogede sild,7.6,30,0.1
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,3/5/1997,10465,Confections,Valkoinen suklaa,13,25,0
COMMI,Comércio Mineiro,Pedro Afonso,Sales Associate,3/6/1997,10466,Dairy Products,Queso Cabrales,16.8,10,0
COMMI,Comércio Mineiro,Pedro Afonso,Sales Associate,3/6/1997,10466,Seafood,Spegesild,9.6,5,0
MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,3/6/1997,10467,Beverages,Guaraná Fantástica,3.6,28,0
MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,3/6/1997,10467,Confections,NuNuCa Nuß-Nougat-Creme,11.2,12,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,3/7/1997,10468,Seafood,Nord-Ost Matjeshering,20.7,8,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,3/7/1997,10468,Beverages,Ipoh Coffee,36.8,15,0
WHITC,White Clover Markets,Karl Jablonski,Owner,3/10/1997,10469,Beverages,Chang,15.2,40,0.15
WHITC,White Clover Markets,Karl Jablonski,Owner,3/10/1997,10469,Confections,Pavlova,13.9,35,0.15
WHITC,White Clover Markets,Karl Jablonski,Owner,3/10/1997,10469,Condiments,Gula Malacca,15.5,2,0.15
BONAP,Bon app',Laurence Lebihan,Owner,3/11/1997,10470,Seafood,Carnarvon Tigers,50,30,0
BONAP,Bon app',Laurence Lebihan,Owner,3/11/1997,10470,Grains/Cereals,Tunnbröd,7.2,15,0
BONAP,Bon app',Laurence Lebihan,Owner,3/11/1997,10470,Grains/Cereals,Wimmers gute Semmelknödel,26.6,8,0
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,3/11/1997,10471,Produce,Uncle Bob's Organic Dried Pears,24,30,0
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,3/11/1997,10471,Grains/Cereals,Gnocchi di nonna Alice,30.4,20,0
SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,3/12/1997,10472,Beverages,Guaraná Fantástica,3.6,80,0.05
SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,3/12/1997,10472,Produce,Manjimup Dried Apples,42.4,18,0
ISLAT,Island Trading,Helen Bennett,Marketing Manager,3/13/1997,10473,Dairy Products,Geitost,2,12,0
ISLAT,Island Trading,Helen Bennett,Marketing Manager,3/13/1997,10473,Dairy Products,Flotemysost,17.2,12,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,3/13/1997,10474,Produce,Tofu,18.6,12,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,3/13/1997,10474,Produce,Rössle Sauerkraut,36.4,18,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,3/13/1997,10474,Seafood,Boston Crab Meat,14.7,21,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,3/13/1997,10474,Beverages,Rhönbräu Klosterbier,6.2,10,0
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,3/14/1997,10475,Dairy Products,Gorgonzola Telino,10,35,0.15
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,3/14/1997,10475,Condiments,Louisiana Hot Spiced Okra,13.6,60,0.15
SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,3/14/1997,10475,Beverages,Lakkalikööri,14.4,42,0.15
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/17/1997,10476,Meat/Poultry,Pâté chinois,19.2,2,0.05
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/17/1997,10476,Beverages,Outback Lager,12,12,0
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,3/17/1997,10477,Beverages,Chai,14.4,15,0
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,3/17/1997,10477,Confections,Sir Rodney's Scones,8,21,0.25
PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,3/17/1997,10477,Beverages,Chartreuse verte,14.4,20,0.25
VICTE,Victuailles en stock,Mary Saveley,Sales Agent,3/18/1997,10478,Seafood,Ikura,24.8,20,0.05
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,3/19/1997,10479,Beverages,Côte de Blaye,210.8,30,0
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,3/19/1997,10479,Meat/Poultry,Perth Pasties,26.2,28,0
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,3/19/1997,10479,Dairy Products,Raclette Courdavault,44,60,0
RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,3/19/1997,10479,Grains/Cereals,Wimmers gute Semmelknödel,26.6,30,0
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,3/20/1997,10480,Confections,Zaanse koeken,7.6,30,0
FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,3/20/1997,10480,Dairy Products,Raclette Courdavault,44,12,0
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,3/20/1997,10481,Confections,Maxilaku,16,24,0
RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,3/20/1997,10481,Dairy Products,Camembert Pierrot,27.2,40,0
LAZYK,Lazy K Kountry Store,John Steel,Marketing Manager,3/21/1997,10482,Seafood,Boston Crab Meat,14.7,10,0
WHITC,White Clover Markets,Karl Jablonski,Owner,3/24/1997,10483,Beverages,Sasquatch Ale,11.2,35,0.05
WHITC,White Clover Markets,Karl Jablonski,Owner,3/24/1997,10483,Condiments,Original Frankfurter grüne Soße,10.4,30,0.05
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,3/24/1997,10484,Confections,Sir Rodney's Scones,8,14,0
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,3/24/1997,10484,Seafood,Boston Crab Meat,14.7,10,0
BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,3/24/1997,10484,Produce,Manjimup Dried Apples,42.4,3,0
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,3/25/1997,10485,Beverages,Chang,15.2,20,0.1
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,3/25/1997,10485,Condiments,Aniseed Syrup,8,20,0.1
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,3/25/1997,10485,Meat/Poultry,Pâté chinois,19.2,30,0.1
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,3/25/1997,10485,Beverages,Outback Lager,12,60,0.1
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/26/1997,10486,Dairy Products,Queso Cabrales,16.8,5,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/26/1997,10486,Produce,Manjimup Dried Apples,42.4,25,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/26/1997,10486,Produce,Longlife Tofu,8,16,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,3/26/1997,10487,Confections,Teatime Chocolate Biscuits,7.3,5,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,3/26/1997,10487,Confections,Gumbär Gummibärchen,24.9,30,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,3/26/1997,10487,Meat/Poultry,Tourtière,5.9,24,0.25
FRANK,Frankenversand,Peter Franken,Marketing Manager,3/27/1997,10488,Dairy Products,Raclette Courdavault,44,30,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,3/27/1997,10488,Seafood,Röd Kaviar,12,20,0.2
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,3/28/1997,10489,Dairy Products,Queso Cabrales,16.8,15,0.25
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,3/28/1997,10489,Confections,Pavlova,13.9,18,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/31/1997,10490,Dairy Products,Raclette Courdavault,44,60,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/31/1997,10490,Confections,Scottish Longbreads,10,30,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,3/31/1997,10490,Beverages,Rhönbräu Klosterbier,6.2,36,0
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,3/31/1997,10491,Condiments,Gula Malacca,15.5,15,0.15
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,3/31/1997,10491,Condiments,Original Frankfurter grüne Soße,10.4,7,0.15
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,4/1/1997,10492,Confections,NuNuCa Nuß-Nougat-Creme,11.2,60,0.05
BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,4/1/1997,10492,Grains/Cereals,Singaporean Hokkien Fried Mee,11.2,20,0.05
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,4/2/1997,10493,Condiments,Louisiana Fiery Hot Pepper Sauce,16.8,15,0.1
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,4/2/1997,10493,Condiments,Louisiana Hot Spiced Okra,13.6,10,0.1
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,4/2/1997,10493,Dairy Products,Gudbrandsdalsost,28.8,10,0.1
COMMI,Comércio Mineiro,Pedro Afonso,Sales Associate,4/2/1997,10494,Grains/Cereals,Gnocchi di nonna Alice,30.4,30,0
LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,4/3/1997,10495,Grains/Cereals,Tunnbröd,7.2,10,0
LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,4/3/1997,10495,Seafood,Jack's New England Clam Chowder,7.7,20,0
LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,4/3/1997,10495,Condiments,Original Frankfurter grüne Soße,10.4,5,0
TRADH,Tradição Hipermercados,Anabela Domingues,Sales Representative,4/4/1997,10496,Dairy Products,Gorgonzola Telino,10,20,0.05
LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,4/4/1997,10497,Grains/Cereals,Gnocchi di nonna Alice,30.4,14,0
LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,4/4/1997,10497,Dairy Products,Mozzarella di Giovanni,27.8,25,0
LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,4/4/1997,10497,Condiments,Original Frankfurter grüne Soße,10.4,25,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,4/7/1997,10498,Beverages,Guaraná Fantástica,4.5,14,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,4/7/1997,10498,Seafood,Boston Crab Meat,18.4,5,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,4/7/1997,10498,Grains/Cereals,Singaporean Hokkien Fried Mee,14,30,0
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,4/8/1997,10499,Produce,Rössle Sauerkraut,45.6,20,0
LILAS,LILA-Supermercado,Carlos González,Accounting Manager,4/8/1997,10499,Confections,Maxilaku,20,25,0
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,4/9/1997,10500,Condiments,Genen Shouyu,15.5,12,0.05
LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,4/9/1997,10500,Produce,Rössle Sauerkraut,45.6,8,0.05
BLAUS,Blauer See Delikatessen,Hanna Moos,Sales Representative,4/9/1997,10501,Meat/Poultry,Tourtière,7.45,20,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,4/10/1997,10502,Seafood,Rogede sild,9.5,21,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,4/10/1997,10502,Meat/Poultry,Perth Pasties,32.8,6,0
PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,4/10/1997,10502,Beverages,Laughing Lumberjack Lager,14,30,0
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,4/11/1997,10503,Produce,Tofu,23.25,70,0
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,4/11/1997,10503,Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,20,0
WHITC,White Clover Markets,Karl Jablonski,Owner,4/11/1997,10504,Beverages,Chang,19,12,0
WHITC,White Clover Markets,Karl Jablonski,Owner,4/11/1997,10504,Confections,Sir Rodney's Scones,10,12,0
WHITC,White Clover Markets,Karl Jablonski,Owner,4/11/1997,10504,Meat/Poultry,Perth Pasties,32.8,10,0
WHITC,White Clover Markets,Karl Jablonski,Owner,4/11/1997,10504,Condiments,Sirop d'érable,28.5,25,0
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,4/14/1997,10505,Confections,Tarte au sucre,49.3,3,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,4/15/1997,10506,Confections,NuNuCa Nuß-Nougat-Creme,14,18,0.1
KOENE,Königlich Essen,Philip Cramer,Sales Associate,4/15/1997,10506,Beverages,Outback Lager,15,14,0.1
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,4/15/1997,10507,Beverages,Ipoh Coffee,46,15,0.15
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,4/15/1997,10507,Confections,Chocolade,12.75,15,0.15
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,4/16/1997,10508,Seafood,Konbu,6,10,0
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,4/16/1997,10508,Beverages,Chartreuse verte,18,10,0
BLAUS,Blauer See Delikatessen,Hanna Moos,Sales Representative,4/17/1997,10509,Produce,Rössle Sauerkraut,45.6,3,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,4/18/1997,10510,Meat/Poultry,Thüringer Rostbratwurst,123.79,36,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,4/18/1997,10510,Beverages,Rhönbräu Klosterbier,7.75,36,0.1
BONAP,Bon app',Laurence Lebihan,Owner,4/18/1997,10511,Condiments,Chef Anton's Cajun Seasoning,22,50,0.15
BONAP,Bon app',Laurence Lebihan,Owner,4/18/1997,10511,Produce,Uncle Bob's Organic Dried Pears,30,50,0.15
BONAP,Bon app',Laurence Lebihan,Owner,4/18/1997,10511,Condiments,Northwoods Cranberry Sauce,40,10,0.15
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,4/21/1997,10512,Beverages,Guaraná Fantástica,4.5,10,0.15
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,4/21/1997,10512,Seafood,Spegesild,12,9,0.15
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,4/21/1997,10512,Confections,Zaanse koeken,9.5,6,0.15
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,4/21/1997,10512,Dairy Products,Camembert Pierrot,34,12,0.15
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,4/22/1997,10513,Confections,Sir Rodney's Scones,10,40,0.2
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,4/22/1997,10513,Dairy Products,Mascarpone Fabioli,32,50,0.2
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,4/22/1997,10513,Condiments,Sirop d'érable,28.5,15,0.2
